1734446833.3895483,18977,15229,7067,4553,2077468,5954442,27662,10078,16165,13975,68039,5562476,-2969,-2664,-5720,-791,70036,5433863,13830,18488,12747,6826,81577,5440600,0
1734446833.3904862,21812,18301,5849,2960,2077439,5953962,28790,8841,18710,15956,71052,5561055,-2963,1119,-307,-1175,66067,5427729,14627,20533,10016,4497,83176,5439043,0
1734446833.391421,15715,16994,5562,4122,2077396,5961098,27229,10629,15586,13421,69655,5563279,-2683,-3225,1575,4534,69125,5431127,17588,20138,13703,4735,80085,5434284,0
1734446833.393075,17831,17568,5688,2544,2077427,5960711,27408,8585,18719,14964,66005,5565308,-3590,-1554,-126,1365,69061,5426432,12672,17164,9841,7225,81985,5434571,0
1734446833.3941875,19810,17682,6451,2475,2077387,5958339,26752,6828,14043,11501,65764,5565429,-6666,-2435,87,3473,68461,5423374,9590,15277,7614,4913,85990,5442000,0
1734446833.3953133,17047,14501,5720,2179,2077482,5955558,27618,13088,17959,11860,65782,5554227,-3829,-785,-961,3440,70233,5416156,11942,16535,9350,4958,83147,5420039,0
1734446833.3966756,16528,13993,4162,1677,2077501,5961289,27586,8483,16678,14887,66812,5558091,-2615,612,6988,5128,69784,5415848,10436,16251,11935,9571,83321,5427311,0
1734446833.397748,13807,12283,4413,1694,2077443,5957819,29554,9694,13374,12033,64001,5553145,-4877,-2893,4895,5920,70071,5416109,8435,17047,14737,9746,82847,5416943,0
1734446833.3988647,16311,13125,4066,-1224,2077396,5956667,27510,11059,19650,15685,66854,5555215,-2915,1629,-2655,1076,68131,5411923,11447,16484,14964,13689,83293,5429040,0
1734446833.4169793,14678,15313,5896,1774,2077564,5955425,29155,8492,13680,16442,68378,5552716,-4716,710,1650,830,65380,5415207,13378,19414,13392,7555,80217,5423176,0
1734446833.4196906,15459,14813,5580,729,2077510,5956700,26206,12046,18465,14659,69446,5542191,-3700,-2616,-862,2020,67373,5415720,12829,18329,17356,8458,82236,5434880,0
1734446833.421675,20168,16430,5969,6022,2077413,5953436,25538,5954,17002,16577,70598,5542938,-1679,-44,729,884,67868,5414741,14928,18158,14172,9219,82087,5438973,0
1734446833.4303846,16490,18163,6827,2289,2077474,5950176,29495,10462,17356,15301,66787,5553167,-6321,-3170,-653,875,66572,5427512,15903,18377,11342,7674,81938,5440601,0
1734446833.4313138,20033,15019,7916,1642,2077443,5952679,28086,10692,19820,12890,67348,5549145,554,-849,-6611,-731,66878,5421602,15492,15907,7013,7165,82863,5438826,0
1734446833.4322445,19238,16312,9230,4584,2077578,5958875,24647,9459,17819,14912,65871,5558967,-4861,-2215,540,3285,67359,5427382,15056,18784,6483,4861,81596,5437110,0
1734446833.433747,18416,15286,5591,1805,2077493,5958069,26948,10134,16027,12322,67052,5554688,-4087,-6795,3374,4527,67959,5419952,10557,16584,12081,7743,82753,5437512,0
1734446833.4346466,18588,12976,4171,2034,2077467,5956263,28326,8713,14937,8268,65502,5553766,-964,-1278,3195,2658,67567,5420236,14195,13985,9352,10856,83272,5437150,0
1734446833.4355464,21045,16069,5116,-218,2077498,5953689,30022,7348,16302,11886,63572,5561067,-1964,-438,721,2368,67537,5422654,13575,17990,12308,7195,82454,5432276,0
1734446833.4372652,16589,14173,6692,4201,2077450,5958593,26951,7623,16649,14321,68986,5560940,996,1,2835,6058,66256,5419905,12800,16840,13051,9682,83964,5417738,0
