1734446759.1869066,19427,18796,8867,4538,2077435,5731882,29041,8282,17431,16788,70848,5225910,-2413,-1796,2137,2864,68319,5053703,13367,19273,12161,8378,82525,5044746,0
1734446759.1878505,17748,15828,7104,2380,2077441,5732681,30186,11394,17332,16881,68080,5219039,-559,909,2247,5896,71175,5054292,18463,18829,13628,11618,77574,5030155,0
1734446759.188855,14530,11840,6600,-593,2077471,5734739,26929,6810,20128,17527,67060,5220974,1437,1588,393,2173,65549,5055378,16217,19743,12948,9550,82596,5040824,0
1734446759.19096,20057,14234,3419,1021,2077452,5731772,27758,8640,16070,15430,71169,5212245,3289,903,-1871,3747,69130,5055425,15462,17635,12414,8723,81779,5035837,0
1734446759.1927269,16546,17087,6088,3037,2077454,5731264,29583,10997,20377,14688,67025,5211769,-2405,-58,-1964,2724,68866,5063833,13136,16910,9932,6471,82045,5045097,0
1734446759.1944396,11895,12017,7619,3610,2077488,5731272,26893,8808,18636,12534,65028,5203229,-445,668,5119,1919,65911,5057895,15626,16603,11093,6025,83494,5043733,0
1734446759.1969726,16267,12997,4497,2526,2077437,5731179,27285,11824,18892,15093,63287,5220843,-54,1887,1325,4257,68893,5058086,10898,17409,12022,10077,83619,5049975,0
1734446759.199426,18053,17530,8270,3319,2077407,5726909,28098,7963,16270,13548,67073,5219571,-2149,287,227,-1586,65729,5053510,13323,13899,8071,10434,83287,5045324,0
1734446759.2019486,18571,16902,9481,3103,2077371,5730044,30090,10208,16540,10384,64873,5237226,-1571,-391,2702,3100,67737,5051827,14555,19244,8864,9408,85612,5049253,0
1734446759.2111015,19071,19407,8843,2714,2077468,5728699,30597,9301,17602,13667,67062,5231323,-4749,-1323,-2266,475,69013,5043328,11432,18709,13304,9251,81231,5043576,0
1734446759.2119846,19276,14184,4915,1436,2077506,5730209,28648,7634,16808,13924,67171,5231772,-586,-910,94,1668,65460,5059200,13821,21314,14215,9820,82639,5055996,0
1734446759.212873,20836,17436,5459,2999,2077468,5726575,27811,13545,20267,20438,72794,5225945,-465,-2146,432,4775,68170,5060347,15685,19532,15521,11008,85149,5042671,0
1734446759.2276728,20784,19503,6944,6232,2077376,5730233,28629,4972,15425,17038,71029,5236217,-2921,-1404,-959,3151,69225,5058769,17046,19358,13203,8398,81826,5045308,0
1734446759.2285755,19988,14990,4389,2549,2077507,5727805,28169,12002,16239,13104,65715,5224641,-273,-322,3807,6535,68129,5051287,17641,19124,13105,8478,79652,5045838,0
1734446759.2294774,19691,15715,1184,2323,2077448,5733180,28027,8314,18805,15017,65886,5223641,2900,156,-3988,3083,71344,5057695,13732,20593,12265,6222,82403,5045606,0
1734446759.2310412,14786,12788,4503,2630,2077402,5728799,28932,6624,13962,14093,64198,5218948,-261,-349,3109,4244,67948,5050446,12750,16075,10849,7666,82145,5049081,0
1734446759.231923,18816,15194,6235,2500,2077454,5731066,26440,10789,16636,14699,66709,5215626,-1966,-692,1313,4817,72331,5051746,14208,14656,6485,9494,83786,5041807,0
1734446759.2328467,12692,13607,4215,2605,2077416,5729045,29626,6347,15365,13870,66519,5215055,-3125,1059,-2190,110,71031,5050743,10813,14992,7081,5251,83691,5036060,0
1734446759.2344725,13228,14249,5380,1076,2077453,5728356,32112,9834,14134,12732,65928,5215494,-2002,1511,1781,2913,68868,5057770,11668,17344,12478,11021,83003,5041615,0
