1731934037.3301837,-99402,4540,4687,-10354,2083264,1385113,949,6265,10038,3792,75556,2516502,-4135386,-30351,-224,24108,66804,679603,12877,10792,10420,6613,97217,1148109,0
1731934037.331103,-95367,8962,8911,-6194,2083336,2241480,3126,6447,12257,7408,78910,2932115,-3790539,20041,7217,28195,70795,1346807,13529,15190,12197,10818,101246,1776435,0
1731934037.3320205,-90895,13120,13078,-2245,2083227,2987308,7683,8686,16549,11454,81328,3274120,-6302,24327,11409,32181,73185,1928255,18014,19664,16629,14958,103654,2323331,0
1731934037.3337686,-88828,14525,13522,-2745,2083320,3611379,9551,10008,16962,10838,80990,3542958,3099610,25509,11952,31704,72963,2423875,19965,20949,17106,14325,103452,2784350,0
1731934037.334665,-91806,10873,9362,-7542,2083307,4130894,6510,6905,12430,5834,75319,3761134,1335369,21895,7652,27068,66991,863915,17112,17174,12536,9359,97570,3180589,0
1731934037.3355446,-96895,6510,5377,-10676,2083214,4546245,1605,6361,9842,3524,75452,3927795,-4132893,17479,-4069,1199,11086,3156,13269,12597,10472,6230,96371,3503368,0
1731934037.337056,-97255,6794,6519,-8831,2083293,4869607,1477,6383,10051,4712,75491,4061600,-4133278,17624,4811,25606,67050,729955,13246,12955,10604,8016,97642,3768266,0
1731934037.3379898,-93999,10437,10367,-4874,2083386,5114290,4730,6799,13879,8906,80484,4163707,-3347365,21494,8785,29598,72270,1478260,14459,16730,13670,12290,102699,3987243,0
1731934037.338923,-89367,14648,14233,-1264,2083251,5299411,9257,10137,17869,12640,82150,4248439,3083611,25629,12653,33261,74295,2102252,19512,21094,17817,15984,104734,4164574,0
1731934037.3562376,-88049,15216,14034,-2308,2083376,5430960,10461,10733,17270,11268,81276,4307910,3324004,26207,12345,32136,73387,2614696,20829,21682,17565,14808,103876,4299097,0
1731934037.3595955,-91353,11220,9636,-7180,2083273,5523808,6934,6777,12548,6228,75557,4357583,1808480,22267,7914,27291,67391,3016258,17451,17521,12896,9736,97866,4414400,0
1731934037.3631692,-96489,6842,5843,-10085,2083267,5581644,1975,6496,10082,3862,75572,4392211,-4132728,17802,4054,23283,66244,2464339,13578,13035,10573,6819,96946,4500568,0
1731934037.3711014,-96900,7075,6898,-8440,2083290,5620521,1843,6417,10169,5311,75719,4424509,-4132847,18192,5250,25982,67583,2686292,13476,13333,10704,8490,98053,4570116,0
1731934037.3725224,-93834,10443,10428,-4607,2083430,5647008,4954,6754,14114,9314,80963,4446845,-3305612,21556,8869,29866,72695,3103404,14938,16904,13828,12386,103327,4625472,0
1731934037.3739963,-89102,14820,14504,-1111,2083378,5665987,9536,10511,18142,12743,82092,4467958,3017199,25931,12916,33450,74374,3428354,19875,21379,18067,16193,104889,4669131,0
1731934037.3754888,-88344,14780,13683,-2725,2083322,5676907,10059,10298,16980,10511,80614,4479776,3311917,25930,12078,31701,72751,3683972,20468,21316,17163,14346,103185,4695873,0
1731934037.3768926,-92112,10605,8970,-7805,2083363,5689066,5975,6686,11694,5202,75354,4496155,878370,21673,7183,26634,66883,18492,16694,16900,12061,8974,97206,4725663,0
1731934037.378399,-97106,6480,5722,-10301,2083312,5696481,1417,6325,9904,3796,75513,4501581,-4133108,17398,3809,23956,66406,346630,13396,12651,10452,6546,97013,4741570,0
1731934037.379392,-96538,7551,7381,-8054,2083366,5700482,2301,6480,10752,5650,76159,4509100,-4132666,18787,5725,26405,68168,988013,13509,13854,10806,8868,98671,4754942,0
1731934037.3804169,-93247,11161,11163,-3938,2083310,5702761,5899,6922,14804,10079,81621,4512470,-2756840,22263,9626,30543,73060,1698686,15775,17624,14560,13155,103678,4768073,0
1731934037.3814778,-88746,14993,14606,-1105,2083335,5702234,10098,10634,18075,12478,81955,4521113,3417767,26171,12995,33343,74221,2293057,20260,21583,18122,16094,104798,4779092,0
1731934037.3984926,-88566,14677,13473,-3011,2083299,5699468,10054,9899,16446,10220,80156,4517641,3336213,25773,11809,31375,72534,2783367,20361,21164,16921,13996,102909,4784261,0
1731934037.4034271,-92295,10171,8505,-8129,2083358,5702428,5437,6562,11318,4534,75352,4528552,918789,21157,6737,26240,66792,13955,16442,16319,11549,8579,97091,4793171,0
1731934037.4084451,-97459,6413,5681,-10095,2083339,5704972,1365,6156,9896,3702,75545,4524306,-4133086,17504,3754,24447,66518,682571,13325,12591,10436,6767,97138,4796597,0
1731934037.4146004,-96479,7620,7512,-7717,2083434,5706961,2457,6474,11183,6036,76629,4529470,-4132703,18720,5807,26738,68662,1430348,13400,13917,10769,9312,99119,4800259,0
1731934037.4156325,-93110,11380,11570,-3511,2083347,5708664,6149,7005,15471,10985,82245,4529054,-2431652,22520,9997,31131,73640,2063460,15853,17860,15051,13917,104145,4803259,0
1731934037.4166698,-88206,15329,14930,-846,2083265,5706980,10554,11172,18499,12364,81902,4533176,3406259,26577,13277,33708,74435,2593874,20722,21994,18499,16375,104815,4805335,0
1731934037.4177165,-89022,14333,12966,-3501,2083303,5706982,9691,9300,15799,9337,79402,4534707,3266777,25331,11439,30839,71744,3028224,19975,20834,16297,13435,102329,4803400,0
1731934037.4186954,-93026,9551,8083,-8665,2083373,5708912,4648,6470,10503,3723,75271,4540622,-226323,20543,6261,25714,66132,6096,15589,15638,11163,8083,96626,4807288,0
1731934037.4196894,-97591,6342,5804,-10029,2083376,5707231,1414,6253,9945,3754,75510,4538401,-4133287,17499,4066,24484,66795,725879,13279,12706,10471,6978,97354,4804604,0
1731934037.420694,-96064,8102,7792,-7400,2083243,5707301,2975,6501,11681,6223,77034,4543661,-4117368,19232,6223,27221,68912,1483252,13481,14476,10871,9713,99448,4806604,0
1731934037.4217324,-92783,11796,12052,-3244,2083374,5713395,6869,8058,15911,11227,82688,4540254,-2162395,22965,10539,31266,73990,2108129,16262,18454,15694,13950,104567,4807919,0
1731934037.4227808,-88114,15403,14880,-1083,2083341,5715061,10657,11244,18196,11982,81757,4545971,3350301,26540,13242,33504,74268,2631129,20871,22060,18412,16266,104758,4808241,0
1731934037.4364762,-89143,14139,12795,-3800,2083361,5711875,9254,9002,15231,9032,78880,4541166,3240798,25110,11006,30528,71684,3059390,19742,20504,16074,13037,102077,4807887,0
1731934037.437917,-93536,9004,7471,-9172,2083413,5713735,3973,6362,10006,3453,75378,4544372,-813143,19950,5657,25285,65702,3216,15076,15091,10591,7575,96232,4811299,0
1731934037.4393654,-97854,6243,5763,-9908,2083346,5712168,1197,6141,9859,4006,75489,4540629,-4133449,17270,4149,24564,66852,723113,13203,12569,10390,7031,97359,4808054,0
1731934037.452913,-95870,8210,8260,-6972,2083327,5710708,3215,6561,12186,6672,77653,4543594,-4090381,19473,6566,27619,69442,1480570,13419,14589,11585,10326,99819,4809087,0
1731934037.4543731,-92573,12214,12415,-2698,2083395,5715015,7492,8564,16632,11840,82999,4542482,-1737430,23482,10897,31852,74280,2106440,16552,19009,16053,14723,104942,4811494,0
1731934037.4554188,-88038,15561,14886,-1081,2083382,5713424,10829,11124,18118,11537,81362,4547343,3338534,26664,13226,33324,74102,2629827,21016,22153,18337,16097,104521,4812145,0
1731934037.4564416,-89476,13602,12340,-4251,2083406,5712813,8664,8291,14635,8226,78236,4542689,2967237,24702,10504,30126,71051,3055502,19261,20006,15500,12458,101481,4810132,0
1731934037.4574208,-93948,8847,7479,-9389,2083292,5711040,3538,6420,9915,3573,75530,4546395,-1665674,19778,5575,25124,62121,2973,14736,14729,10708,7459,96098,4812819,0
1731934037.4584126,-97722,6577,6212,-9637,2083345,5713954,1446,6328,9995,4308,75514,4543250,-4133471,17557,4455,24875,67157,728370,13291,12824,10571,7359,97633,4808228,0
1731934037.4594235,-95531,8662,8601,-6627,2083367,5714417,3859,6541,12669,7084,78207,4547156,-3708812,19941,6997,28055,69713,1484952,13553,15154,11965,10620,100348,4810628,0
1731934037.4604611,-91975,12805,12949,-2314,2083338,5714585,8261,9392,17107,12503,83461,4545685,-1281809,24154,11442,32190,74812,2109367,17212,19685,16702,15060,105365,4809526,0
1731934037.461515,-87594,15783,15008,-1025,2083316,5713576,10988,11261,18232,11653,81468,4550036,3313164,26866,13388,33507,74234,2631354,21370,22488,18535,16171,104571,4808689,0
1731934037.477673,-89647,13513,12113,-4591,2083292,5712821,8315,7895,14129,7782,77632,4545785,2799443,24437,10305,29720,70741,3055747,19125,19665,15111,12155,101046,4808176,0
